ST_CODE,PC_CODE,STATE,PC,NO,NAME,PARTY
S11,20,KERALA,THIRUVANANTHAPURAM,4,SRI. J SUDHAKARAN,Bahujan Samaj Party
S11,20,KERALA,THIRUVANANTHAPURAM,5,SRI. AJIT JOY,Aam Aadmi Party
S11,20,KERALA,THIRUVANANTHAPURAM,6,SMT. R CHANDRIKA KATTAKADA,Republican Party of India
S11,20,KERALA,THIRUVANANTHAPURAM,7,SRI. THOMAS JOSEPH,Republican Party of India (A)
S11,20,KERALA,THIRUVANANTHAPURAM,8,SRI. O V SREEDATH,Socialist Republican Party
S11,20,KERALA,THIRUVANANTHAPURAM,9,SRI.KUNNIL SHAJAHAN,SOCIAL DEMOCRATIC PARTY OF INDIA
S11,20,KERALA,THIRUVANANTHAPURAM,10,SRI.SHAJAR KHAN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S11,20,KERALA,THIRUVANANTHAPURAM,11,SRI. ADV. PERURKADA HARIKUMAR,Shivsena
S11,20,KERALA,THIRUVANANTHAPURAM,12,SRI.ANIL KUMAR Y,Independent
S11,20,KERALA,THIRUVANANTHAPURAM,13,SRI. V S JAYAKUMAR,Independent
S11,20,KERALA,THIRUVANANTHAPURAM,14,SRI. JAIN WILSON,Independent
S11,20,KERALA,THIRUVANANTHAPURAM,15,SRI.GEORGE MANKIDIYIL,Independent
S11,20,KERALA,THIRUVANANTHAPURAM,16,SRI. O M JYOTHEENDRA NATH,Independent
S11,20,KERALA,THIRUVANANTHAPURAM,17,SRI.BENET BABU BENJAMIN,Independent
S11,20,KERALA,THIRUVANANTHAPURAM,18,SRI. KUNNUKUZHI S MANI,Independent
S11,20,KERALA,THIRUVANANTHAPURAM,19,SMT. SYAMALAKUMARI,Independent
S11,20,KERALA,THIRUVANANTHAPURAM,20,FR.STEPHEN,Independent
S12,1,MADHYA PRADESH,MORENA,1,ANOOP MISHRA,Bharatiya Janata Party
S12,1,MADHYA PRADESH,MORENA,2,DR GOVIND SINGH,Indian National Congress
S12,1,MADHYA PRADESH,MORENA,3,BRINDAWAN SINGH SIKARWAR,Bahujan Samaj Party
S12,1,MADHYA PRADESH,MORENA,4,ARJUN SINGH (PAPPU KUSHWAH),Rashtriya Samanta Dal
S12,1,MADHYA PRADESH,MORENA,5,JAYANT SINGH TOMAR,Loktantrik Samajwadi Party
S12,1,MADHYA PRADESH,MORENA,6,DEVENDRA KUMAR AGRVAL,Aam Aadmi Party
S12,1,MADHYA PRADESH,MORENA,7,MANESH KUMAR RAWAT,Jai Maha Bharath Party
S12,1,MADHYA PRADESH,MORENA,8,RAJESH KUSHWAH,Samajwadi Party
S12,1,MADHYA PRADESH,MORENA,9,VISNU SHARMA VIRTHARE,All India Trinamool Congress
S12,1,MADHYA PRADESH,MORENA,10,SHAKTI SINGH TOMAR,Rashtriya Ahinsa Manch
S12,1,MADHYA PRADESH,MORENA,11,ANOOP NAGAR,Independent
S12,1,MADHYA PRADESH,MORENA,12,AKASH GUPTA,Independent
S12,1,MADHYA PRADESH,MORENA,13,KULDEEP SINGH,Independent
S12,1,MADHYA PRADESH,MORENA,14,CHHAVENDRA,Independent
S12,1,MADHYA PRADESH,MORENA,15,RAM NARESH,Independent
S12,1,MADHYA PRADESH,MORENA,16,SATANDRA SINGH (TONY TOMAR),Independent
S12,1,MADHYA PRADESH,MORENA,17,SIYARAM SINGH CHOUDRI,Independent
S12,2,MADHYA PRADESH,BHIND,1,IMARTI DEVI,Indian National Congress
S12,2,MADHYA PRADESH,BHIND,2,DR. BHAGIRATH PRASAD,Bharatiya Janata Party
S12,2,MADHYA PRADESH,BHIND,3,MANISH KATROLIYA,Bahujan Samaj Party
S12,2,MADHYA PRADESH,BHIND,4,ANITA HITENDRA CHAUDHARY,Samajwadi Party
S12,2,MADHYA PRADESH,BHIND,5,KRISHNA DEVI,Aam Aadmi Party
S12,2,MADHYA PRADESH,BHIND,6,B.S. THANESWARIYA,Bahujan Mukti Party
S12,2,MADHYA PRADESH,BHIND,7,PHOOLSINGH BARAIYA,Bahujan Sangharshh Dal
S12,2,MADHYA PRADESH,BHIND,8,VIJAYSINGH KORI,All India Forward Bloc
S12,2,MADHYA PRADESH,BHIND,9,HAKIM SINGH,Independent
S12,3,MADHYA PRADESH,GWALIOR,1,AKHILESH YADAV,Communist Party of India  (Marxist)
S12,3,MADHYA PRADESH,GWALIOR,2,ASHOK SINGH,Indian National Congress
S12,3,MADHYA PRADESH,GWALIOR,3,ALOK SHARMA,Bahujan Samaj Party
S12,3,MADHYA PRADESH,GWALIOR,4,NARENDRA SINGH TOMAR,Bharatiya Janata Party
S12,3,MADHYA PRADESH,GWALIOR,5,C.L. KARODIYA (PRIJAPATI),Jan-Nyay Dal
S12,3,MADHYA PRADESH,GWALIOR,6,K. P. KAMTE,Bharatiya Rashtriya Mazdoor Dal
S12,3,MADHYA PRADESH,GWALIOR,7,KISHAN LAL KUSHWAH,Rashtriya Samanta Dal
S12,3,MADHYA PRADESH,GWALIOR,8,GEETA RAJPUT,Al-Hind Party
S12,3,MADHYA PRADESH,GWALIOR,9,NEELAM AGRWAL,Aam Aadmi Party
S12,3,MADHYA PRADESH,GWALIOR,10,BALWANT SINGH KUSHWAH ADVOCATE,Samajwadi Party
S12,3,MADHYA PRADESH,GWALIOR,11,MADAN MOHAN URF MOHAN SINGH TOMAR,Bhartiya Jan Yug Party
S12,3,MADHYA PRADESH,GWALIOR,12,VIKAS SHARMA,Bharatiya Navyuvak Party
S12,3,MADHYA PRADESH,GWALIOR,13,SHIV SINGH KUSHAWAH,Mahanwadi Party
S12,3,MADHYA PRADESH,GWALIOR,14,COMRADE SUNIL GOPAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S12,3,MADHYA PRADESH,GWALIOR,15,HIRADAY NARAYAN SINGH TOMAR (GUDDU),Akhil Bharat Hindu Mahasabha
S12,3,MADHYA PRADESH,GWALIOR,16,ASIF KHAN,Independent
S12,3,MADHYA PRADESH,GWALIOR,17,DEEPAK KUMAR BANSAL RANGWALE (PRERAK),Independent
S12,3,MADHYA PRADESH,GWALIOR,18,NARAYAN SINGH KUSHWAH,Independent
S12,3,MADHYA PRADESH,GWALIOR,19,PRAJESH CHOUDHARY,Independent
S12,3,MADHYA PRADESH,GWALIOR,20,CAPTAN BABULAL GOSWAMI,Independent
S12,3,MADHYA PRADESH,GWALIOR,21,RAM PATHWAR KORI (RAMSEBAK),Independent
S12,4,MADHYA PRADESH,GUNA,1,JAIBHANSINGH PAWAIYA,Bharatiya Janata Party
S12,4,MADHYA PRADESH,GUNA,2,JYOTIRADITYA M. SCINDIA,Indian National Congress
S12,4,MADHYA PRADESH,GUNA,3,LAKHAN SINGH BAGHEL,Bahujan Samaj Party
S12,4,MADHYA PRADESH,GUNA,4,SHAILENDRA SINGH KUSHWAH,Aam Aadmi Party
S12,4,MADHYA PRADESH,GUNA,5,ANWAR KHAN,Independent
S12,4,MADHYA PRADESH,GUNA,6,GIRRAJ YADAV,Independent
S12,4,MADHYA PRADESH,GUNA,7,CHANDRAPAL SINGH TOMAR,Independent
S12,4,MADHYA PRADESH,GUNA,8,NAND KISHORE TYAGI,Independent
S12,4,MADHYA PRADESH,GUNA,9,NARAYANRAO GUPCHUP,Independent
S12,4,MADHYA PRADESH,GUNA,10,MAHENDRA KUMAR,Independent
S12,4,MADHYA PRADESH,GUNA,11,LALLI RAM RAI,Independent
S12,5,MADHYA PRADESH,SAGAR,1,GOVIND SINGH RAJPUT,Indian National Congress
S12,5,MADHYA PRADESH,SAGAR,2,LAXMI NARAYAN YADAV,Bharatiya Janata Party
S12,5,MADHYA PRADESH,SAGAR,3,SAROJ KATIYAR KURMI,Bahujan Samaj Party
S12,5,MADHYA PRADESH,SAGAR,4,ATUL MISHRA,Aam Aadmi Party
S12,5,MADHYA PRADESH,SAGAR,5,KASHIRAM PATEL,Gondvana Gantantra Party
S12,5,MADHYA PRADESH,SAGAR,6,VINAY KUMAR,Bhartiya Shakti Chetna Party
S12,5,MADHYA PRADESH,SAGAR,7,BHARAT SEN ADVOCATE,Independent
S12,5,MADHYA PRADESH,SAGAR,8,MAHENDRA KUMAR CHOUDHARY,Independent
S12,5,MADHYA PRADESH,SAGAR,9,SHITIN KESHERWANI,Independent
S12,5,MADHYA PRADESH,SAGAR,10,M. HANIF QURASHI,Independent
S12,6,MADHYA PRADESH,TIKAMGARH,1,AHIRWAR DR. KAMLESH VERMA,Indian National Congress
S12,6,MADHYA PRADESH,TIKAMGARH,2,AHIRWAR SEWAK RAM,Bahujan Samaj Party
S12,6,MADHYA PRADESH,TIKAMGARH,3,KHANGAR NEERAJ,Communist Party of India
S12,6,MADHYA PRADESH,TIKAMGARH,4,DR. VIRENDRA KUMAR,Bharatiya Janata Party
S12,6,MADHYA PRADESH,TIKAMGARH,5,DR. AMBESH KUMARI AHIRWAR,Samajwadi Party
S12,6,MADHYA PRADESH,TIKAMGARH,6,AHIRWAR RAMCHARAN,Poorvanchal Rashtriya Congress
S12,6,MADHYA PRADESH,TIKAMGARH,7,RAMESH CHAND VERMA,Aam Aadmi Party
S12,6,MADHYA PRADESH,TIKAMGARH,8,GANESH KUMHAR,Independent
S12,6,MADHYA PRADESH,TIKAMGARH,9,GIRDHARI LAL KORI,Independent
S12,6,MADHYA PRADESH,TIKAMGARH,10,CHATURBHUJ SNEHI,Independent
S12,6,MADHYA PRADESH,TIKAMGARH,11,BHAGWAN DAS BANSHKAR,Independent
S12,6,MADHYA PRADESH,TIKAMGARH,12,LAKHAN LAL CHADHAR,Independent
S12,6,MADHYA PRADESH,TIKAMGARH,13,SHEEL CHANDRA AHIRWAR,Independent
S12,7,MADHYA PRADESH,DAMOH,1,DEVENDRA CHAOURASIA,Bahujan Samaj Party
S12,7,MADHYA PRADESH,DAMOH,2,PRAHALAD SINGH PATEL,Bharatiya Janata Party
S12,7,MADHYA PRADESH,DAMOH,3,CHOUDHARY MAHENDRA PRATAP SINGH,Indian National Congress
S12,7,MADHYA PRADESH,DAMOH,4,DIVAN UPENDR PRATAP SINGH (RAJA SAB),Bhartiya Shakti Chetna Party
S12,7,MADHYA PRADESH,DAMOH,5,SANTOSH BHARTI,Aam Aadmi Party
S12,7,MADHYA PRADESH,DAMOH,6,ANANT LAL BASOR,Independent
S12,7,MADHYA PRADESH,DAMOH,7,IRFAN KHAN,Independent
S12,7,MADHYA PRADESH,DAMOH,8,DR.GULAB KHAN MASTER,Independent
S12,7,MADHYA PRADESH,DAMOH,9,PRAHLAD SINGH PATEL,Independent
S12,7,MADHYA PRADESH,DAMOH,10,PRAHLAD SINGH LODI,Independent
S12,8,MADHYA PRADESH,KHAJURAHO,1,NAGENDRA SINGH,Bharatiya Janata Party
S12,8,MADHYA PRADESH,KHAJURAHO,2,RAJA PATERIA,Indian National Congress
S12,8,MADHYA PRADESH,KHAJURAHO,3,RAM LAKHAN SINGH,Bahujan Samaj Party
S12,8,MADHYA PRADESH,KHAJURAHO,4,AMIT BHATNAGAR,Aam Aadmi Party
S12,8,MADHYA PRADESH,KHAJURAHO,5,AVNISH TIWARI,Shivsena
S12,8,MADHYA PRADESH,KHAJURAHO,6,IMRAN,Peace Party
S12,8,MADHYA PRADESH,KHAJURAHO,7,KRISHAN SHARAN BHAIYA RAJA BUNDELA,Brihattar Bharat Prajatantra Sewa Party
S12,8,MADHYA PRADESH,KHAJURAHO,8,JAGDEESH KUMAR PATEL,Apna Dal
S12,8,MADHYA PRADESH,KHAJURAHO,9,SMT. DURGA SHARMA / ALIAS MADHU KAPIL,Bundelkhand Congress
S12,8,MADHYA PRADESH,KHAJURAHO,10,MAHESH CHANDRA,Rashtriya Samanta Dal
S12,8,MADHYA PRADESH,KHAJURAHO,11,SIDDHARTH SUKHLAL KUSHWAHA,Samajwadi Party
S12,8,MADHYA PRADESH,KHAJURAHO,12,SANJEEV KUMAR MISHRA,All India Forward Bloc
S12,8,MADHYA PRADESH,KHAJURAHO,13,ANWAR KHAN,Independent
S12,8,MADHYA PRADESH,KHAJURAHO,14,AYENDRA  KUMAR SHARMA,Independent
S12,8,MADHYA PRADESH,KHAJURAHO,15,JAYANT PRATAP SINGH / VIJAY SINGH,Independent
S12,8,MADHYA PRADESH,KHAJURAHO,16,RAM NATH LODHEE,Independent
S12,8,MADHYA PRADESH,KHAJURAHO,17,SHRIDHAR KHARE,Independent
S12,9,MADHYA PRADESH,SATNA,1,AJAY ARJUN SINGH,Indian National Congress
S12,9,MADHYA PRADESH,SATNA,2,GANESH SINGH,Bharatiya Janata Party
S12,9,MADHYA PRADESH,SATNA,3,DHARMENDRA SINGH,Bahujan Samaj Party
S12,9,MADHYA PRADESH,SATNA,4,JAGDISH SINGH,Aam Aadmi Party
S12,9,MADHYA PRADESH,SATNA,5,DADHIBAL,Apna Dal
S12,9,MADHYA PRADESH,SATNA,6,MAHGOO,Dalit Vikas Party(Bharat)
S12,9,MADHYA PRADESH,SATNA,7,RAJKUMAR,Bhartiya Shakti Chetna Party
S12,9,MADHYA PRADESH,SATNA,8,VINOD KUMAR,Bhartiya Shramik Dal Socialist
S12,9,MADHYA PRADESH,SATNA,9,SHYAMLAL KUSHWAHA,Gondvana Gantantra Party
S12,9,MADHYA PRADESH,SATNA,10,AJAY PRATAP SINGH,Independent
S12,9,MADHYA PRADESH,SATNA,11,ASHOK KUMAR,Independent
S12,9,MADHYA PRADESH,SATNA,12,KESHAV,Independent
S12,9,MADHYA PRADESH,SATNA,13,BIRENDRA SINGH,Independent
S12,9,MADHYA PRADESH,SATNA,14,SHRI RAM,Independent
S12,10,MADHYA PRADESH,REWA,1,JANARDAN MISHRA,Bharatiya Janata Party
S12,10,MADHYA PRADESH,REWA,2,DEORAJ SINGH PATEL,Bahujan Samaj Party
S12,10,MADHYA PRADESH,REWA,3,SUNDER LAL TIWARI,Indian National Congress
S12,10,MADHYA PRADESH,REWA,4,ABDUL WAFATI ANSARI URF YUVRAJ TAILORS,Samata Party
S12,10,MADHYA PRADESH,REWA,5,PURNANAND TIWARI,Aam Aadmi Party
S12,10,MADHYA PRADESH,REWA,6,PRAMOD TIWARI,Bhartiya Shakti Chetna Party
S12,10,MADHYA PRADESH,REWA,7,MANGLESHWAR BHAIYA,Naya Daur Party
S12,10,MADHYA PRADESH,REWA,8,RAM KISHAN NIRAT (SAKET),Republican Party of India (A)
S12,10,MADHYA PRADESH,REWA,9,R.D. VISHWAKARMA,Apna Dal
S12,10,MADHYA PRADESH,REWA,10,GIRISH KUMAR GAUTAM,Independent
S12,10,MADHYA PRADESH,REWA,11,JANARDAN MISHRA,Independent
S12,10,MADHYA PRADESH,REWA,12,PRABHUNATH PRASAD SAKET,Independent
S12,10,MADHYA PRADESH,REWA,13,BRAMHADATTA MISHRA URF CHHOTE,Independent
S12,10,MADHYA PRADESH,REWA,14,VISHVA NATH DWIVEDI,Independent
S12,11,MADHYA PRADESH,SIDHI,1,INDRAJEET KUMAR,Indian National Congress
S12,11,MADHYA PRADESH,SIDHI,2,RAMA SHANKAR SHAHWAL,Bahujan Samaj Party
S12,11,MADHYA PRADESH,SIDHI,3,RITI PATHAK,Bharatiya Janata Party
S12,11,MADHYA PRADESH,SIDHI,4,SMT.  ASHA SINGH,Rashtriya Apna Dal
S12,11,MADHYA PRADESH,SIDHI,5,URMILA,Communist Party of India (Marxist-Leninist) Red Star
S12,11,MADHYA PRADESH,SIDHI,6,PUSPENDRA SINGH,Gondvana Gantantra Party
S12,11,MADHYA PRADESH,SIDHI,7,PANKAJ SINGH PATEL,Aam Aadmi Party
S12,11,MADHYA PRADESH,SIDHI,8,LAL BAHADUR SINGH,Samata Samadhan Party
S12,11,MADHYA PRADESH,SIDHI,9,SANAT KUMAR TRIPATHI,Bhartiya Shakti Chetna Party
S12,11,MADHYA PRADESH,SIDHI,10,"SUNIL SONI ""KHADDI-42""",Bahujan Sangharshh Dal
S12,11,MADHYA PRADESH,SIDHI,11,MOHD. JAHANGEER ANSARI,Independent
S12,11,MADHYA PRADESH,SIDHI,12,BRAHMANAND PRATAP SINGH,Independent
S12,11,MADHYA PRADESH,SIDHI,13,BHAGAWATI CHARAN PANDEY(NEELU),Independent
S12,11,MADHYA PRADESH,SIDHI,14,RAMAKANT PANDEY MALAIHNA,Independent
S12,12,MADHYA PRADESH,SHAHDOL,1,DALPAT SINGH PARASTE,Bharatiya Janata Party
S12,12,MADHYA PRADESH,SHAHDOL,2,PARMESHWAR SINGH,Communist Party of India
S12,12,MADHYA PRADESH,SHAHDOL,3,PHOOL SINGH PARASTE,Bahujan Samaj Party
S12,12,MADHYA PRADESH,SHAHDOL,4,RAJES NANDINI SINGH,Indian National Congress
S12,12,MADHYA PRADESH,SHAHDOL,5,JOGENDRA SINGH,Bahujan Mukti Party
S12,12,MADHYA PRADESH,SHAHDOL,6,YOGESH KUMAR SINGH AD.,Samajwadi Party
S12,12,MADHYA PRADESH,SHAHDOL,7,RAM GOPAL SINGH,Bhartiya Shakti Chetna Party
S12,12,MADHYA PRADESH,SHAHDOL,8,RAMRATAN SINGH PAWLEY,Gondvana Gantantra Party
S12,12,MADHYA PRADESH,SHAHDOL,9,RAM SINGH,Chhattisgarh Swabhiman Manch
S12,12,MADHYA PRADESH,SHAHDOL,10,ER. VIJAY KUMAR KOL,Aam Aadmi Party
S12,12,MADHYA PRADESH,SHAHDOL,11,SAHDEV SINGH PARASTE,National Peoples Party
S12,12,MADHYA PRADESH,SHAHDOL,12,MAHAVEER PARSHAD MANJHI,Independent
S12,12,MADHYA PRADESH,SHAHDOL,13,RAJU BAIGA,Independent
S12,12,MADHYA PRADESH,SHAHDOL,14,LALA KOL,Independent
S12,13,MADHYA PRADESH,JABALPUR,1,AFTAB ALAM,Bahujan Samaj Party
S12,13,MADHYA PRADESH,JABALPUR,2,RAKESH SINGH,Bharatiya Janata Party
S12,13,MADHYA PRADESH,JABALPUR,3,VIVEK KRISHNA TANKHA,Indian National Congress
S12,13,MADHYA PRADESH,JABALPUR,4,MOHD. ADIL,Indian Union Muslim League
S12,13,MADHYA PRADESH,JABALPUR,5,DIGVIJAY SINGH (SENIOR JOURNILIST),Bhartiya Shakti Chetna Party
S12,13,MADHYA PRADESH,JABALPUR,6,"ER. PRAVIN GAJBHIYE ""DADA""",Bahujan Mukti Party
S12,13,MADHYA PRADESH,JABALPUR,7,MANAK LAL GONTIYA,Ambedkarite Party of India
S12,13,MADHYA PRADESH,JABALPUR,8,LAL DASH,Gondvana Gantantra Party
S12,13,MADHYA PRADESH,JABALPUR,9,"CAPTAIN HANFEE, VEER CHAKRA",Aam Aadmi Party
S12,13,MADHYA PRADESH,JABALPUR,10,NAVEEN JAIN (YOGACHARYA),Independent
S12,13,MADHYA PRADESH,JABALPUR,11,MALKHAN PATEL,Independent
S12,13,MADHYA PRADESH,JABALPUR,12,DR. DHAI AKSHAR (RAKESH SONKAR),Independent
S12,13,MADHYA PRADESH,JABALPUR,13,VIKRANT,Independent
S12,13,MADHYA PRADESH,JABALPUR,14,VINAY KUMAR JAIN,Independent
S12,13,MADHYA PRADESH,JABALPUR,15,VIRENDRA KUMAR SHARMA,Independent
S12,14,MADHYA PRADESH,MANDLA,1,OMKAR SINGH MARKAM,Indian National Congress
S12,14,MADHYA PRADESH,MANDLA,2,FAGGAN SINGH KULASTE,Bharatiya Janata Party
S12,14,MADHYA PRADESH,MANDLA,3,SHAMBHU SINGH MARAVI,Bahujan Samaj Party
S12,14,MADHYA PRADESH,MANDLA,4,INDER SINGH UIKEY,Ambedkarite Party of India
S12,14,MADHYA PRADESH,MANDLA,5,KHUMAN SINGH ARMO,Aam Aadmi Party
S12,14,MADHYA PRADESH,MANDLA,6,ANUJ GANGA SINGH PATTA,Gondvana Gantantra Party
S12,14,MADHYA PRADESH,MANDLA,7,PHOOL SINGH DHURWEY,Chhattisgarh Swabhiman Manch
S12,14,MADHYA PRADESH,MANDLA,8,BAISHAKHOO MARAVI,Bhartiya Satya Sangharsh Party
S12,14,MADHYA PRADESH,MANDLA,9,MAHATALAL BARKADE,National Peoples Party
S12,14,MADHYA PRADESH,MANDLA,10,GHANSHYAM KUDAPE,Independent
S12,15,MADHYA PRADESH,BALAGHAT,1,ASHOK KUMAR MASIH,Communist Party of India
S12,15,MADHYA PRADESH,BALAGHAT,2,BODHSINGH BHAGAT,Bharatiya Janata Party
S12,15,MADHYA PRADESH,BALAGHAT,3,"""YOGESH NANAJI SAMRITE""",Bahujan Samaj Party
S12,15,MADHYA PRADESH,BALAGHAT,4,HINA LIKHIRAM KAWRE,Indian National Congress
S12,15,MADHYA PRADESH,BALAGHAT,5,ANUBHA MUNJARE,Samajwadi Party
S12,15,MADHYA PRADESH,BALAGHAT,6,DR. ASRA ANJUM FAROOQUI,Republican Party of India (A)
S12,15,MADHYA PRADESH,BALAGHAT,7,ASIF KHAN,Minorities Democratic Party
S12,15,MADHYA PRADESH,BALAGHAT,8,GAUTAM RAMTEKE,Republican Party of India (Khobragade)
S12,15,MADHYA PRADESH,BALAGHAT,9,U. K. CHOUDHARY (MUNNA BHAIYA),Aam Aadmi Party
S12,15,MADHYA PRADESH,BALAGHAT,10,NANDLAL UIKEY,Chhattisgarh Swabhiman Manch
S12,15,MADHYA PRADESH,BALAGHAT,11,LAXMINARAYAN DEHARIYA,Bahujan Mukti Party
S12,15,MADHYA PRADESH,BALAGHAT,12,VIVEK MISHRA (LALU BHAIYA),Jai Maha Bharath Party
S12,15,MADHYA PRADESH,BALAGHAT,13,SMT. HIRASAN UIKEY,Gondvana Gantantra Party
S12,15,MADHYA PRADESH,BALAGHAT,14,SHANKAR KANSRE LODHI (SAMAJ SEWAK),Independent
S12,15,MADHYA PRADESH,BALAGHAT,15,JABALPUR HIGH COURT ADVOCATE AND WRITER SUKHARAM ASTKAR LANJI,Independent
S12,15,MADHYA PRADESH,BALAGHAT,16,"""SANDEEP SONI""",Independent
S12,16,MADHYA PRADESH,CHHINDWARA,1,KAMAL NATH,Indian National Congress
S12,16,MADHYA PRADESH,CHHINDWARA,2,CHOUDHARY CHANDRABHAN KUBER SINGH,Bharatiya Janata Party
S12,16,MADHYA PRADESH,CHHINDWARA,3,NITIN KUMAR SAHU,Bahujan Samaj Party
S12,16,MADHYA PRADESH,CHHINDWARA,4,ARVIND DONGRE,Bahujan Mukti Party
S12,16,MADHYA PRADESH,CHHINDWARA,5,PARDESHI HARTAPSHAH TIRGAM,Gondvana Gantantra Party
S12,16,MADHYA PRADESH,CHHINDWARA,6,MAHESH MADHAVLAL DUBEY,Aam Aadmi Party
S12,16,MADHYA PRADESH,CHHINDWARA,7,RAMESH PATIL,Ambedkarite Party of India
S12,16,MADHYA PRADESH,CHHINDWARA,8,SUBHASH SHUKLA,Samajwadi Party
S12,16,MADHYA PRADESH,CHHINDWARA,9,ER. KRIPA SHANKAR YADAV,Independent
S12,16,MADHYA PRADESH,CHHINDWARA,10,JALASRAM NAGWANSHI,Independent
S12,16,MADHYA PRADESH,CHHINDWARA,11,DWARKA PRASAD PAHADE,Independent
S12,16,MADHYA PRADESH,CHHINDWARA,12,DHANIRAM YADUVANSHI,Independent
S12,16,MADHYA PRADESH,CHHINDWARA,13,SITARAM SAREYAM,Independent
S12,17,MADHYA PRADESH,HOSHANGABAD,1,UDAY PRATAP SINGH,Bharatiya Janata Party
S12,17,MADHYA PRADESH,HOSHANGABAD,2,"DEVENDRA PATEL ""GUDDU BHAIYA""",Indian National Congress
S12,17,MADHYA PRADESH,HOSHANGABAD,3,PRADEEP AHIRWAR,Bahujan Samaj Party
S12,17,MADHYA PRADESH,HOSHANGABAD,4,JAY PRAKASH PATEL,Gondvana Gantantra Party
S12,17,MADHYA PRADESH,HOSHANGABAD,5,MAYA VISHWAKARMA,Aam Aadmi Party
S12,17,MADHYA PRADESH,HOSHANGABAD,6,UDAY PRATAP  SINGH,Independent
S12,17,MADHYA PRADESH,HOSHANGABAD,7,DEVENDRA KUMAR URF GUDDA BHAIYYA,Independent
S12,17,MADHYA PRADESH,HOSHANGABAD,8,MUKESH BABU AHIRWAR,Independent
S12,18,MADHYA PRADESH,VIDISHA,1,AMAR SINGH PATEL,Bahujan Samaj Party
S12,18,MADHYA PRADESH,VIDISHA,2,LAKSHMAN SINGH,Indian National Congress
S12,18,MADHYA PRADESH,VIDISHA,3,SUSHMA SWARAJ,Bharatiya Janata Party
S12,18,MADHYA PRADESH,VIDISHA,4,KAMLESH SALLAM,Gondvana Gantantra Party
S12,18,MADHYA PRADESH,VIDISHA,5,GANESH RAJAK,Samata Party
S12,18,MADHYA PRADESH,VIDISHA,6,NARMADA PRASHAD AHIRWAR,Bahujan Mukti Party
S12,18,MADHYA PRADESH,VIDISHA,7,BABULAL,Samata Samadhan Party
S12,18,MADHYA PRADESH,VIDISHA,8,ENGINEEAR BHAGWAT SINGH RAJPUT,Aam Aadmi Party
S12,18,MADHYA PRADESH,VIDISHA,9,MANOJ KUMAR YADAV,Samajwadi Party
S12,18,MADHYA PRADESH,VIDISHA,10,SHOIAB KHAN,Prajatantrik Samadhan Party
S12,18,MADHYA PRADESH,VIDISHA,11,CHANDRESH SINGH,Independent
S12,18,MADHYA PRADESH,VIDISHA,12,RAMDAYAL KORI,Independent
S12,19,MADHYA PRADESH,BHOPAL,1,ALOK SANJAR,Bharatiya Janata Party
S12,19,MADHYA PRADESH,BHOPAL,2,P C SHARMA (PRAKASH MANGILAL SHARMA ),Indian National Congress
S12,19,MADHYA PRADESH,BHOPAL,3,SHAILENDRA KUMAR SHAILI,Communist Party of India
S12,19,MADHYA PRADESH,BHOPAL,4,SUNIL BORSE,Bahujan Samaj Party
S12,19,MADHYA PRADESH,BHOPAL,5,MD. ATEEK,Prajatantrik Samadhan Party
S12,19,MADHYA PRADESH,BHOPAL,6,ASHOK PAWAR,Samata Samadhan Party
S12,19,MADHYA PRADESH,BHOPAL,7,GAUTAM SHINDE,Apna Dal
S12,19,MADHYA PRADESH,BHOPAL,8,J C BARAI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S12,19,MADHYA PRADESH,BHOPAL,9,BALBHADRA MISHRA,Bhartiya Jan Yug Party
S12,19,MADHYA PRADESH,BHOPAL,10,BADSHAH KHAN,Naya Daur Party
S12,19,MADHYA PRADESH,BHOPAL,11,MUKESH KUMAR BANSAL,Samta Vikas Party
S12,19,MADHYA PRADESH,BHOPAL,12,RACHNA DHINGRA,Aam Aadmi Party
S12,19,MADHYA PRADESH,BHOPAL,13,RAJARAM MEHAR,Proutist Sarva Samaj
S12,19,MADHYA PRADESH,BHOPAL,14,RAJESH KEER,Bahujan Mukti Party
S12,19,MADHYA PRADESH,BHOPAL,15,VIJAY KUMAR,Communist Party of India (Marxist-Leninist) Red Star
S12,19,MADHYA PRADESH,BHOPAL,16,SHEEBA MALIK,Samajwadi Party
S12,19,MADHYA PRADESH,BHOPAL,17,MASTER SAJID SIDDIQUI,SOCIAL DEMOCRATIC PARTY OF INDIA
S12,19,MADHYA PRADESH,BHOPAL,18,ABDUL TAHIR (BABLU - ADVOCATE),Independent
S12,19,MADHYA PRADESH,BHOPAL,19,COLONEL KESARI SINGH,Independent
S12,19,MADHYA PRADESH,BHOPAL,20,GUNDESH KHAMBRA,Independent
S12,19,MADHYA PRADESH,BHOPAL,21,MAHANT GOPAL DAS BABA SHAHAB,Independent
S12,19,MADHYA PRADESH,BHOPAL,22,DANIEL JOHN,Independent
S12,19,MADHYA PRADESH,BHOPAL,23,PEEYUSH SONI,Independent
S12,19,MADHYA PRADESH,BHOPAL,24,PRABHAWATI SHAKYA KHOT,Independent
S12,19,MADHYA PRADESH,BHOPAL,25,BRAJENDRA GAPPU CHATURVEDI,Independent
